item_id,product_name,ship_name,ship_price
290925436,可超取iphone6__iphone6S_47吋_迪士尼_米奇放大鏡_軟殼_手機殼,7-11,60
290925436,可超取iphone6__iphone6S_47吋_迪士尼_米奇放大鏡_軟殼_手機殼,全家,60
290925436,可超取iphone6__iphone6S_47吋_迪士尼_米奇放大鏡_軟殼_手機殼,中華郵政,37
1008696376,潮流女神欧美爆款日韩名媛潮英伦学院风摇滚庞克仿旧百搭厚底坡跟涼鞋夏2017韓版新款羅馬鞋超高跟防水臺鏤空甜美露趾女鞋,圓通-黑貓宅配,30
1008696376,潮流女神欧美爆款日韩名媛潮英伦学院风摇滚庞克仿旧百搭厚底坡跟涼鞋夏2017韓版新款羅馬鞋超高跟防水臺鏤空甜美露趾女鞋,圓通-711超取,30
1008696376,潮流女神欧美爆款日韩名媛潮英伦学院风摇滚庞克仿旧百搭厚底坡跟涼鞋夏2017韓版新款羅馬鞋超高跟防水臺鏤空甜美露趾女鞋,S.F. Express（大陸至台灣),145
244935440,微型商店Jetart_Lightning_USB_強化傳輸線15m_IPHONE_充電線_CAA220,7-11,30
244935440,微型商店Jetart_Lightning_USB_強化傳輸線15m_IPHONE_充電線_CAA220,全家,30
244935440,微型商店Jetart_Lightning_USB_強化傳輸線15m_IPHONE_充電線_CAA220,萊爾富,30
244935440,微型商店Jetart_Lightning_USB_強化傳輸線15m_IPHONE_充電線_CAA220,中華郵政,50
244935440,微型商店Jetart_Lightning_USB_強化傳輸線15m_IPHONE_充電線_CAA220,賣家宅配,90
78503770,愛買舖全新_平板_SuperPad_A1967_97吋_3G通話上網_8核架構_16G_老人機__通話平板,7-11,30
78503770,愛買舖全新_平板_SuperPad_A1967_97吋_3G通話上網_8核架構_16G_老人機__通話平板,全家,30
78503770,愛買舖全新_平板_SuperPad_A1967_97吋_3G通話上網_8核架構_16G_老人機__通話平板,中華郵政,80
627940626,全民3C_日本東映授權正版_航海王_ZenFone_4_ZE554KL_彩繪磁力皮套封鎖羅_手機皮套_保護套,7-11,30
627940626,全民3C_日本東映授權正版_航海王_ZenFone_4_ZE554KL_彩繪磁力皮套封鎖羅_手機皮套_保護套,全家,30
627940626,全民3C_日本東映授權正版_航海王_ZenFone_4_ZE554KL_彩繪磁力皮套封鎖羅_手機皮套_保護套,中華郵政,30
627940626,全民3C_日本東映授權正版_航海王_ZenFone_4_ZE554KL_彩繪磁力皮套封鎖羅_手機皮套_保護套,賣家宅配,100
793088219,Samsung_J7_Prime_型號_G610高透光_透明_超薄_非滿版玻璃貼_防爆鋼化玻璃保護貼,7-11,60
793088219,Samsung_J7_Prime_型號_G610高透光_透明_超薄_非滿版玻璃貼_防爆鋼化玻璃保護貼,全家,60
793088219,Samsung_J7_Prime_型號_G610高透光_透明_超薄_非滿版玻璃貼_防爆鋼化玻璃保護貼,萊爾富,60
38497588,1_馬卡龍雙USB方型豆腐充_21A1A雙輸出_共31A輸出1個售40元,黑貓宅急便,90
38497588,1_馬卡龍雙USB方型豆腐充_21A1A雙輸出_共31A輸出1個售40元,7-11,60
38497588,1_馬卡龍雙USB方型豆腐充_21A1A雙輸出_共31A輸出1個售40元,全家,60
185992271,愛瘋時尚iphone5_16g_銀色,7-11,30
185992271,愛瘋時尚iphone5_16g_銀色,全家,30
185992271,愛瘋時尚iphone5_16g_銀色,賣家宅配,100
564897714,蘋果鳳_寵物狗狗_時尚汪星人_iphone8_iphone6手機殼_6plus_i7_7plus_手機殼_軟殼_防摔,圓通-黑貓宅配,55
564897714,蘋果鳳_寵物狗狗_時尚汪星人_iphone8_iphone6手機殼_6plus_i7_7plus_手機殼_軟殼_防摔,圓通-711超取,55
440465789,好威Phone萬用手機電池充電器_座充_旅充_USB充萬用充_相機電池_現貨_批發_團購_顏色隨機出貨,黑貓宅急便,170
440465789,好威Phone萬用手機電池充電器_座充_旅充_USB充萬用充_相機電池_現貨_批發_團購_顏色隨機出貨,7-11,60
440465789,好威Phone萬用手機電池充電器_座充_旅充_USB充萬用充_相機電池_現貨_批發_團購_顏色隨機出貨,全家,60
440465789,好威Phone萬用手機電池充電器_座充_旅充_USB充萬用充_相機電池_現貨_批發_團購_顏色隨機出貨,萊爾富,60
440465789,好威Phone萬用手機電池充電器_座充_旅充_USB充萬用充_相機電池_現貨_批發_團購_顏色隨機出貨,賣家宅配,170
468074288,GARMMA_Line_Friends_長掛繩_丘可熊美,黑貓宅急便,90
468074288,GARMMA_Line_Friends_長掛繩_丘可熊美,7-11,30
468074288,GARMMA_Line_Friends_長掛繩_丘可熊美,全家,30
468074288,GARMMA_Line_Friends_長掛繩_丘可熊美,萊爾富,30
468074288,GARMMA_Line_Friends_長掛繩_丘可熊美,賣家宅配,80
964084971,包郵超薄金屬太陽能移動電源手機通用型_充電寶禮品訂制企業LOGOCB20002,黑貓宅急便,210
964084971,包郵超薄金屬太陽能移動電源手機通用型_充電寶禮品訂制企業LOGOCB20002,7-11,30
964084971,包郵超薄金屬太陽能移動電源手機通用型_充電寶禮品訂制企業LOGOCB20002,全家,30
964084971,包郵超薄金屬太陽能移動電源手機通用型_充電寶禮品訂制企業LOGOCB20002,萊爾富,30
964084971,包郵超薄金屬太陽能移動電源手機通用型_充電寶禮品訂制企業LOGOCB20002,賣家宅配,70
810742987,保护套_微軟12寸皮套_surface_Pro3蠶絲紋三折保護套,圓通-黑貓宅配,55
810742987,保护套_微軟12寸皮套_surface_Pro3蠶絲紋三折保護套,圓通-711超取,55
256429803,哆啦A夢_手機殼_ZENFONE_ZE552KL_華碩_55吋_皮套_保護套_側掀可立_正版_DORAEMON,7-11,30
256429803,哆啦A夢_手機殼_ZENFONE_ZE552KL_華碩_55吋_皮套_保護套_側掀可立_正版_DORAEMON,全家,30
236352381,撞色皮套_小米_紅米_Note_3,黑貓宅急便,90
236352381,撞色皮套_小米_紅米_Note_3,7-11,60
236352381,撞色皮套_小米_紅米_Note_3,全家,60
236352381,撞色皮套_小米_紅米_Note_3,萊爾富,60
236352381,撞色皮套_小米_紅米_Note_3,中華郵政,50
236352381,撞色皮套_小米_紅米_Note_3,賣家宅配,80
319643134,充電頭逢甲區歐珀_R11_OPPO_R11_CPH1707_雙USB大輸出旅充_充電器,7-11,60
319643134,充電頭逢甲區歐珀_R11_OPPO_R11_CPH1707_雙USB大輸出旅充_充電器,全家,60
319643134,充電頭逢甲區歐珀_R11_OPPO_R11_CPH1707_雙USB大輸出旅充_充電器,中華郵政,40
735413824,jabra_move_wireless無線藍牙耳罩式耳機,全家,30
735413824,jabra_move_wireless無線藍牙耳罩式耳機,萊爾富,30
674418586,現貨_iX_i8_i7_i6_6S_SE_5S_I5_9H螢幕鋼化玻璃貼螢幕保護貼保護貼_鋼化膜_玻璃貼,圓通-黑貓宅配,55
674418586,現貨_iX_i8_i7_i6_6S_SE_5S_I5_9H螢幕鋼化玻璃貼螢幕保護貼保護貼_鋼化膜_玻璃貼,圓通-711超取,55
32094944,最新款沛紜小鋪Android蘋果通用手機迷你折疊自拍神器_線控自拍杆_無需連接藍牙_手機自拍神器,7-11,60
32094944,最新款沛紜小鋪Android蘋果通用手機迷你折疊自拍神器_線控自拍杆_無需連接藍牙_手機自拍神器,全家,60
32094944,最新款沛紜小鋪Android蘋果通用手機迷你折疊自拍神器_線控自拍杆_無需連接藍牙_手機自拍神器,中華郵政,50
155035844,I_PHONE7_PULS_128G_玫瑰金,黑貓宅急便,90
155035844,I_PHONE7_PULS_128G_玫瑰金,7-11,0
155035844,I_PHONE7_PULS_128G_玫瑰金,全家,30
155035844,I_PHONE7_PULS_128G_玫瑰金,中華郵政,80
155035844,I_PHONE7_PULS_128G_玫瑰金,賣家宅配,200
109780307,淇機3C保證原廠盒裝_1M_蘋果_傳輸線_充電線_iphone_X_8_7_6_plus_USB_旅充組_豆腐頭,7-11,60
109780307,淇機3C保證原廠盒裝_1M_蘋果_傳輸線_充電線_iphone_X_8_7_6_plus_USB_旅充組_豆腐頭,全家,60
109780307,淇機3C保證原廠盒裝_1M_蘋果_傳輸線_充電線_iphone_X_8_7_6_plus_USB_旅充組_豆腐頭,萊爾富,60
109780307,淇機3C保證原廠盒裝_1M_蘋果_傳輸線_充電線_iphone_X_8_7_6_plus_USB_旅充組_豆腐頭,中華郵政,50
908099593,HTC_Desire_10_Lifestyle_磨砂紋_磨砂隱藏磁扣_可立皮套_書本套_Xmart側翻套,7-11,60
908099593,HTC_Desire_10_Lifestyle_磨砂紋_磨砂隱藏磁扣_可立皮套_書本套_Xmart側翻套,全家,60
908099593,HTC_Desire_10_Lifestyle_磨砂紋_磨砂隱藏磁扣_可立皮套_書本套_Xmart側翻套,萊爾富,60
908099593,HTC_Desire_10_Lifestyle_磨砂紋_磨砂隱藏磁扣_可立皮套_書本套_Xmart側翻套,中華郵政,55
349925018,二手行動電源手機無法用附充電線,7-11,60
349925018,二手行動電源手機無法用附充電線,全家,60
349925018,二手行動電源手機無法用附充電線,萊爾富,60
469012152,JH_手機快修_HTC_820_16G_全功能正常_保固3個月,7-11,30
545299512,雅客方舟Nike_證件帶_手機掛環_現貨,7-11,60
545299512,雅客方舟Nike_證件帶_手機掛環_現貨,全家,60
545299512,雅客方舟Nike_證件帶_手機掛環_現貨,賣家宅配,200
882939405,Chiara_Ferragni_iPhone_手機殼,7-11,30
882939405,Chiara_Ferragni_iPhone_手機殼,全家,30
882939405,Chiara_Ferragni_iPhone_手機殼,萊爾富,30
725431472,現貨蘋果手機充電線iPhone8s數據線7plus加長6p手機數據線lighting線,圓通-黑貓宅配,30
725431472,現貨蘋果手機充電線iPhone8s數據線7plus加長6p手機數據線lighting線,圓通-711超取,30
851909884,SMSUNG手機,7-11,60
851909884,SMSUNG手機,全家,60
862832544,手機掛繩_白色,7-11,60
862832544,手機掛繩_白色,全家,60
862832544,手機掛繩_白色,萊爾富,60
444036663,現貨免運美國三星s8手機殼s8plus保護套支架防摔硅膠個性創意全包S8男女,圓通-黑貓宅配,0
444036663,現貨免運美國三星s8手機殼s8plus保護套支架防摔硅膠個性創意全包S8男女,圓通-711超取,0
533395617,8新款現貨iphone7plus原裝手機殼官網硅膠csae防摔簡約蘋果8官方磨砂保護套,圓通-黑貓宅配,30
533395617,8新款現貨iphone7plus原裝手機殼官網硅膠csae防摔簡約蘋果8官方磨砂保護套,圓通-711超取,30
456744538,QIALINO_洽利_Samsung_Galaxy_S6_G920F_經典系列真皮皮套_卡夾皮套,7-11,30
456744538,QIALINO_洽利_Samsung_Galaxy_S6_G920F_經典系列真皮皮套_卡夾皮套,全家,30
456744538,QIALINO_洽利_Samsung_Galaxy_S6_G920F_經典系列真皮皮套_卡夾皮套,萊爾富,30
456744538,QIALINO_洽利_Samsung_Galaxy_S6_G920F_經典系列真皮皮套_卡夾皮套,中華郵政,80
853156937,Tronsmart__線_蘋果iPhone_IPad_快充數據線_MFI認證_120cm_現貨供應,7-11,30
853156937,Tronsmart__線_蘋果iPhone_IPad_快充數據線_MFI認證_120cm_現貨供應,全家,30
853156937,Tronsmart__線_蘋果iPhone_IPad_快充數據線_MFI認證_120cm_現貨供應,萊爾富,30
853156937,Tronsmart__線_蘋果iPhone_IPad_快充數據線_MFI認證_120cm_現貨供應,中華郵政,40
465365464,情侶動物管理員手機殼_i6i6si6pi6spi7i7p_全包軟殼,7-11,60
465365464,情侶動物管理員手機殼_i6i6si6pi6spi7i7p_全包軟殼,全家,60
465365464,情侶動物管理員手機殼_i6i6si6pi6spi7i7p_全包軟殼,萊爾富,60
80220663,櫻花市集全新_HTC_ONE_X9_鋼化玻璃保護貼_疏水疏油_防刮防裂,7-11,60
80220663,櫻花市集全新_HTC_ONE_X9_鋼化玻璃保護貼_疏水疏油_防刮防裂,全家,60
80220663,櫻花市集全新_HTC_ONE_X9_鋼化玻璃保護貼_疏水疏油_防刮防裂,賣家宅配,110
689205146,卡通可愛小熊iphone手機殼7蘋果8硬殼plus鋼化玻璃彩膜6s保護套6,圓通-黑貓宅配,55
689205146,卡通可愛小熊iphone手機殼7蘋果8硬殼plus鋼化玻璃彩膜6s保護套6,圓通-711超取,55
317585407,冇心元氣猫USB正反雙插蘋果數據線禮品套裝iPhone蘋果手機數據線_數據線_蘋果數據線_安卓數據線_元氣貓數據線,圓通-黑貓宅配,55
317585407,冇心元氣猫USB正反雙插蘋果數據線禮品套裝iPhone蘋果手機數據線_數據線_蘋果數據線_安卓數據線_元氣貓數據線,圓通-711超取,55
455577904,ET手機倉庫館9成新_HTC_One_M9_銀_32G_八核心_52吋_2000萬_4G_現貨_M9pw,黑貓宅急便,90
455577904,ET手機倉庫館9成新_HTC_One_M9_銀_32G_八核心_52吋_2000萬_4G_現貨_M9pw,7-11,30
