item_id,shop_id,shop_name,category_name,name,hashtag,trade_in,price,sale,score_avg,score_num,stock,need_day,url,content
169514723,17195926,qoo16881688,行動電源,雙USB行動電源Myfone台灣大哥大9000安培雙USB行動電源,,6.6,349,0,5,1,1,,https://shopee.tw/ -i.17195926.169514723,Myfone台灣大哥大9000安培雙USB行動電源額定輸出容量5950安培
112624402,4623948,mimi12310,Android保護貼,HTC_S9玻璃保貼,,8.5,180,0,,0,5,,https://shopee.tw/ -i.4623948.112624402,9H玻璃保貼
13586224,1314934,a358119,手機周邊配件,泰國設計師款萬用手機相機包_1319cm,#文青愛用#設計款#代購不用等#復古流行#michaeljackson#iphone#自拍神器,5.3,299,0,,0,1,,https://shopee.tw/ -i.1314934.13586224,_
100000411,2162114,lucybaby,Apple空機,迪士尼_手機殼_愛麗絲_維尼_史迪奇_電鍍_保護殼_正版_米奇_小美人魚_Iphone7_iphone7Plus,#299免運#迪士尼#iphone7#愛麗絲#iphone7plus#手機殼#米奇#米妮#奇奇蒂蒂#史迪奇#小熊維尼#電鍍#可愛#超商取貨付款#情侶穿搭#辦公室小物#媽媽愛用#復古流行,10,299,0,5,1,29,-1,https://shopee.tw/ -i.2162114.100000411,
13586341,148531,leeyo,iPhone保護貼,現貨出清kanahei卡娜赫拉卡通玻璃膜鋼化膜透明前膜保護貼保護膜_iphone5SE678,,6,190,0,4.7,10,1,-1,https://shopee.tw/ -i.148531.13586341,預購商品結單日請見公告需先匯款不接受跑單型號iPhone55siphoneSEiPhone66siPhone6plusiPhone6SplusiPhone7iPhone7plus材質鋼化膜款式A幸福款B生氣款只有需普通版預購商品須知1結單後需714天到貨不含假日需23天出貨2商品皆會檢查如無嚴重瑕疵皆不接受退貨退款優惠活動1滿1000免運2預購商品滿800即贈送系列鑰匙圈可選請見賣場一個可累計
112631848,2089465,jya6767,手機周邊配件,手機防塵塞_耳機塞_蝙蝠俠拭鏡布_鏡頭擦拭布_螢幕_眼鏡_單眼_數位相機_類單眼_re_液晶螢幕_電腦_iPhone_7,,7.9,158,0,,0,2996,,https://shopee.tw/ -i.2089465.112631848,目前現貨目前現貨0元選項非免運是面交選項唷目前現貨粉色4__黑色4用途1手機相機顯示器螢幕清潔2耳機孔防塵塞顏色蝙蝠黑甜蜜桃_可選擇說明手感柔軟舒適超細纖維質地有效清潔手機螢幕數位相機螢幕CRT顯示器螢幕液晶顯示器螢幕MP4螢幕PSP螢幕能有效的清潔數位相機手機筆記本等機體蘋果iPhone防塵塞_HTC等帶有圓孔耳塞的手機都可使用此商品為贈品不介意者才購買哦市面上買不到
1000005655,1805991,panpanshiuan,Android空機,品樂通訊ASUS_ZenFoneLive_ZB501KL_16GB_全新未拆實體店面取機付款,,8.5,3050,0,,0,3,,https://shopee.tw/ -i.1805991.1000005655,品樂通訊科技_實體門市Line_加好友連結_httplinemetip40jeremy0987081883臉書粉絲團httpswwwfacebookcompinle3c營業時間下午100晚上1000_星期日彈性休假高雄市左營區文萊路195號大魯閣打擊練習場附近崇德路屈臣氏轉進來0912730470商品於多通路同步銷售建議先Line我詢問商品是否已售出
169515595,13772398,pig72602741,行動電源,天馬行銷台灣製_DCPA_10000行動電源_行動充_mark_馬克_雷神,#DCPA#mark#行動電源#行動充#馬克,8.2,299,1,,0,9,,https://shopee.tw/ -i.13772398.169515595,_
135864424,1876253,a0985145809,耳機喇叭,T3即插式美顏音箱手機直播補光燈美顏自拍燈手機音響直插便攜小音箱擴音器喇叭,#T3#即插式#美顏音箱#手機直播#補光燈#美顏自拍燈#手機音響#直插便攜#小音箱#擴音器#喇叭#傳說對決必備小物#戰場的臨場感#臨場感音響#幾連殺都不是問題,7.5,159,0,5,6,187,-1,https://shopee.tw/ -i.1876253.135864424,型號T3喇叭參數32mm喇叭功率3w信噪比90db頻段範圍2020KHZ電池容量350mah充電時間_約1小時工作時間約6小時產品尺寸6045832_mm淨重_45克
1000009462,2084450,sogiceo,Android空機,樂天3C_HTC_Desire_10_lifestyle_D10U_32G_黑色_88新店家保固十五日_S2173,,10,2500,0,,0,1,,https://shopee.tw/ -i.2084450.1000009462,賣場所有商品皆可使用舊機貼換門號折抵亦有高價收購3C服務歡迎詢問唷商品型號HTC_Desire_10_lifestyle_D10U_32G_黑色__S2173_外觀描述88成新正常使用痕跡功能檢測皆正常保固說明台灣公司貨店家責任十五日盒裝配件充電器1___無盒裝__注意注意_____下標前請先詢問商品是否出售
