item_id,product_name,ship_name,ship_price
854031447,聊聊詢問可享折扣_Bitplay_二代_HD高畫質廣角鏡頭,萊爾富,60
854031447,聊聊詢問可享折扣_Bitplay_二代_HD高畫質廣角鏡頭,中華郵政,39
854031447,聊聊詢問可享折扣_Bitplay_二代_HD高畫質廣角鏡頭,賣家宅配,100
33684792,玻璃膜小米note紅米note4321鋼化防爆膜小米4i小米2s紅米2紅米1s螢幕保護貼膜HTC機型,黑貓宅急便,90
33684792,玻璃膜小米note紅米note4321鋼化防爆膜小米4i小米2s紅米2紅米1s螢幕保護貼膜HTC機型,7-11,60
33684792,玻璃膜小米note紅米note4321鋼化防爆膜小米4i小米2s紅米2紅米1s螢幕保護貼膜HTC機型,全家,60
33684792,玻璃膜小米note紅米note4321鋼化防爆膜小米4i小米2s紅米2紅米1s螢幕保護貼膜HTC機型,萊爾富,60
33684792,玻璃膜小米note紅米note4321鋼化防爆膜小米4i小米2s紅米2紅米1s螢幕保護貼膜HTC機型,中華郵政,40
33684792,玻璃膜小米note紅米note4321鋼化防爆膜小米4i小米2s紅米2紅米1s螢幕保護貼膜HTC機型,賣家宅配,80
262703913,圖拉斯蘋果6大容量背夾充電殼iPhone66s6sP6p行動充6plus背殼充6s手機保護殼,7-11,30
262703913,圖拉斯蘋果6大容量背夾充電殼iPhone66s6sP6p行動充6plus背殼充6s手機保護殼,全家,30
242918950,滿版_紅米NOTE3_鋼化玻璃膜_9H硬度_全覆蓋保護貼_全屏_鋼化膜_玻璃貼_小米_紅米NOTE3,7-11,60
242918950,滿版_紅米NOTE3_鋼化玻璃膜_9H硬度_全覆蓋保護貼_全屏_鋼化膜_玻璃貼_小米_紅米NOTE3,全家,60
242918950,滿版_紅米NOTE3_鋼化玻璃膜_9H硬度_全覆蓋保護貼_全屏_鋼化膜_玻璃貼_小米_紅米NOTE3,中華郵政,80
1030642962,現貨_S手機殼I7I7PI6I6PI55S_翻玩潮流_超人鏡面手機殼TPU全包軟殼全包防摔殼,圓通-黑貓宅配,55
1030642962,現貨_S手機殼I7I7PI6I6PI55S_翻玩潮流_超人鏡面手機殼TPU全包軟殼全包防摔殼,圓通-711超取,55
1030974748,現貨_支架指環_iphone手機殼_系列保護殼_iphone6_IPhone7_Iphone8_保護殼_簡約時尚手機套,圓通-黑貓宅配,55
1030974748,現貨_支架指環_iphone手機殼_系列保護殼_iphone6_IPhone7_Iphone8_保護殼_簡約時尚手機套,圓通-711超取,55
882299480,電腦耳機頭戴式臺式電競遊戲耳麥網吧帶麥話筒cf_NUBWO狼博旺_N1,黑貓宅急便,90
882299480,電腦耳機頭戴式臺式電競遊戲耳麥網吧帶麥話筒cf_NUBWO狼博旺_N1,7-11,30
882299480,電腦耳機頭戴式臺式電競遊戲耳麥網吧帶麥話筒cf_NUBWO狼博旺_N1,全家,30
882299480,電腦耳機頭戴式臺式電競遊戲耳麥網吧帶麥話筒cf_NUBWO狼博旺_N1,萊爾富,30
882299480,電腦耳機頭戴式臺式電競遊戲耳麥網吧帶麥話筒cf_NUBWO狼博旺_N1,賣家宅配,90
